Word,Freq. Difference,Rel. Frequency - Passwords,Rel. Frequency - BNC,Freq. Sum,Abs. Freq. - Passwords,Abs. Freq. - BNC
int,3.02E-04,3.09E-04,7.07E-06,3.16E-04,12472,708
sammy,3.01E-04,3.05E-04,3.40E-06,3.08E-04,12314,340
mai,3.01E-04,3.02E-04,1.21E-06,3.03E-04,12207,121
nay,3.01E-04,3.03E-04,2.93E-06,3.06E-04,12265,293
jamie,3.00E-04,3.10E-04,9.88E-06,3.20E-04,12538,989
samantha,2.99E-04,3.02E-04,2.55E-06,3.04E-04,12190,255
nathan,2.99E-04,3.08E-04,9.10E-06,3.17E-04,12452,911
ala,2.98E-04,2.98E-04,4.40E-07,2.99E-04,12060,44
danielle,2.97E-04,2.99E-04,2.14E-06,3.01E-04,12094,214
sak,2.96E-04,2.96E-04,2.00E-08,2.96E-04,11982,2
kar,2.96E-04,2.96E-04,4.00E-08,2.96E-04,11970,4
pap,2.96E-04,2.97E-04,1.02E-06,2.98E-04,12004,102
bel,2.96E-04,2.98E-04,1.58E-06,2.99E-04,12026,158
paul,2.95E-04,4.09E-04,1.14E-04,5.23E-04,16535,11415
pepper,2.95E-04,3.05E-04,9.64E-06,3.14E-04,12308,965
jenny,2.94E-04,3.12E-04,1.76E-05,3.30E-04,12614,1765
nut,2.94E-04,3.01E-04,6.69E-06,3.08E-04,12168,670
rebel,2.94E-04,3.05E-04,1.12E-05,3.17E-04,12342,1121
ima,2.94E-04,2.94E-04,8.99E-08,2.94E-04,11890,9
louise,2.94E-04,3.09E-04,1.49E-05,3.24E-04,12478,1491
jake,2.93E-04,3.00E-04,6.36E-06,3.06E-04,12112,637
aby,2.93E-04,2.93E-04,1.50E-07,2.93E-04,11847,15
elizabeth,2.93E-04,3.29E-04,3.61E-05,3.65E-04,13294,3610
mat,2.92E-04,2.98E-04,5.81E-06,3.04E-04,12040,582
der,2.92E-04,2.98E-04,5.93E-06,3.04E-04,12039,594
buddy,2.91E-04,2.93E-04,2.62E-06,2.96E-04,11859,262
nan,2.91E-04,2.96E-04,5.16E-06,3.01E-04,11958,517
kids,2.90E-04,3.34E-04,4.35E-05,3.77E-04,13490,4356
tam,2.90E-04,2.92E-04,1.76E-06,2.94E-04,11799,176
ker,2.89E-04,2.90E-04,1.90E-07,2.90E-04,11704,19
sen,2.89E-04,2.91E-04,2.02E-06,2.93E-04,11768,202
inho,2.89E-04,2.89E-04,0,2.89E-04,11686,0
ich,2.89E-04,2.89E-04,4.60E-07,2.90E-04,11691,46
nikki,2.88E-04,2.89E-04,8.19E-07,2.90E-04,11690,82
die,2.87E-04,3.42E-04,5.55E-05,3.98E-04,13837,5552
diamond,2.86E-04,2.98E-04,1.16E-05,3.10E-04,12046,1161
karen,2.86E-04,3.02E-04,1.61E-05,3.19E-04,12224,1607
go,2.86E-04,0.001189989,9.04E-04,0.002094467,48093,90542
hen,2.85E-04,2.90E-04,4.46E-06,2.94E-04,11711,446
grace,2.85E-04,3.10E-04,2.47E-05,3.34E-04,12510,2471
rec,2.85E-04,2.85E-04,6.19E-07,2.86E-04,11537,62
ant,2.84E-04,2.89E-04,4.43E-06,2.93E-04,11675,443
rah,2.84E-04,2.84E-04,5.99E-08,2.84E-04,11492,6
aaron,2.84E-04,2.87E-04,3.28E-06,2.91E-04,11618,328
aku,2.84E-04,2.84E-04,2.00E-08,2.84E-04,11467,2
ist,2.83E-04,2.84E-04,3.20E-07,2.84E-04,11459,32
ade,2.83E-04,2.83E-04,4.89E-07,2.84E-04,11440,49
basketball,2.82E-04,2.84E-04,2.09E-06,2.86E-04,11483,209
molly,2.82E-04,2.90E-04,8.07E-06,2.98E-04,11724,808
rip,2.82E-04,2.86E-04,4.34E-06,2.91E-04,11569,434
rie,2.82E-04,2.82E-04,2.50E-07,2.82E-04,11399,25
manuel,2.81E-04,2.84E-04,2.97E-06,2.87E-04,11477,297
ras,2.81E-04,2.82E-04,1.52E-06,2.84E-04,11417,152
andy,2.81E-04,3.09E-04,2.80E-05,3.37E-04,12478,2807
mas,2.80E-04,2.84E-04,3.77E-06,2.88E-04,11486,377
queen,2.80E-04,3.61E-04,8.05E-05,4.41E-04,14585,8058
an,2.79E-04,0.003716252,0.003436877,0.007153129,150191,344046
jade,2.79E-04,2.83E-04,4.10E-06,2.87E-04,11449,410
pol,2.79E-04,2.81E-04,2.63E-06,2.84E-04,11372,263
amber,2.78E-04,2.83E-04,5.07E-06,2.88E-04,11450,508
leigh,2.78E-04,2.84E-04,6.36E-06,2.91E-04,11495,637
kyle,2.78E-04,2.81E-04,3.03E-06,2.84E-04,11358,303
pas,2.78E-04,2.80E-04,2.51E-06,2.83E-04,11328,251
austin,2.78E-04,2.83E-04,5.69E-06,2.89E-04,11450,570
bay,2.78E-04,3.12E-04,3.45E-05,3.46E-04,12609,3452
ler,2.77E-04,2.77E-04,3.00E-08,2.77E-04,11213,3
ill,2.77E-04,3.26E-04,4.91E-05,3.75E-04,13182,4912
emily,2.77E-04,2.97E-04,1.97E-05,3.16E-04,11991,1977
vin,2.76E-04,2.77E-04,9.89E-07,2.78E-04,11205,99
lis,2.76E-04,2.77E-04,4.89E-07,2.77E-04,11175,49
laura,2.75E-04,3.01E-04,2.55E-05,3.26E-04,12156,2552
jun,2.75E-04,2.76E-04,1.11E-06,2.77E-04,11166,111
adrian,2.75E-04,2.84E-04,9.47E-06,2.93E-04,11477,948
nic,2.74E-04,2.75E-04,7.99E-07,2.76E-04,11126,80
rangers,2.73E-04,2.86E-04,1.25E-05,2.98E-04,11554,1248
orange,2.73E-04,3.00E-04,2.69E-05,3.27E-04,12122,2693
ata,2.73E-04,2.73E-04,7.09E-07,2.74E-04,11048,71
oh,2.72E-04,9.55E-04,6.84E-04,0.001638831,38603,68437
kelly,2.71E-04,2.93E-04,2.13E-05,3.14E-04,11827,2132
shi,2.70E-04,2.70E-04,3.00E-07,2.70E-04,10911,30
utz,2.69E-04,2.69E-04,2.00E-08,2.69E-04,10879,2
best,2.69E-04,6.18E-04,3.49E-04,9.66E-04,24960,34905
ely,2.69E-04,2.71E-04,2.40E-06,2.73E-04,10952,240
jonathan,2.68E-04,2.84E-04,1.61E-05,3.00E-04,11491,1607
peanut,2.68E-04,2.70E-04,1.36E-06,2.71E-04,10894,136
vanessa,2.68E-04,2.71E-04,2.68E-06,2.74E-04,10947,268
enc,2.68E-04,2.68E-04,9.99E-08,2.68E-04,10835,10
chic,2.68E-04,2.71E-04,3.16E-06,2.74E-04,10949,316
chloe,2.68E-04,2.69E-04,1.05E-06,2.70E-04,10862,105
tel,2.67E-04,2.81E-04,1.40E-05,2.95E-04,11352,1397
gay,2.67E-04,2.85E-04,1.87E-05,3.04E-04,11538,1873
tinkerbell,2.67E-04,2.67E-04,2.30E-07,2.67E-04,10783,23
kan,2.67E-04,2.67E-04,2.40E-07,2.67E-04,10782,24
rat,2.66E-04,2.77E-04,1.09E-05,2.88E-04,11205,1093
diana,2.66E-04,2.89E-04,2.30E-05,3.12E-04,11668,2298
buster,2.65E-04,2.66E-04,1.24E-06,2.68E-04,10769,124
destiny,2.64E-04,2.72E-04,7.69E-06,2.79E-04,10980,770
con,2.64E-04,2.71E-04,7.60E-06,2.79E-04,10968,761
mak,2.63E-04,2.64E-04,2.50E-07,2.64E-04,10656,25
wan,2.63E-04,2.91E-04,2.77E-05,3.18E-04,11744,2770
ney,2.63E-04,2.63E-04,6.99E-08,2.63E-04,10613,7
wee,2.62E-04,2.78E-04,1.57E-05,2.94E-04,11232,1573
lac,2.62E-04,2.64E-04,1.45E-06,2.65E-04,10653,145
xxx,2.62E-04,2.63E-04,7.29E-07,2.64E-04,10621,73
ace,2.62E-04,2.81E-04,1.92E-05,3.00E-04,11364,1924
brown,2.62E-04,3.48E-04,8.61E-05,4.34E-04,14064,8622
kin,2.61E-04,2.69E-04,8.08E-06,2.77E-04,10862,809
daisy,2.60E-04,2.67E-04,6.36E-06,2.73E-04,10777,637
tan,2.60E-04,2.66E-04,5.85E-06,2.71E-04,10735,586
nig,2.59E-04,2.60E-04,1.80E-07,2.60E-04,10493,18
zel,2.59E-04,2.59E-04,2.00E-08,2.59E-04,10483,2
sweety,2.59E-04,2.59E-04,9.99E-08,2.60E-04,10484,10
jane,2.59E-04,3.01E-04,4.23E-05,3.43E-04,12163,4231
dec,2.58E-04,2.74E-04,1.62E-05,2.90E-04,11082,1626
roxy,2.58E-04,2.58E-04,5.39E-07,2.59E-04,10442,54
jim,2.58E-04,3.01E-04,4.32E-05,3.44E-04,12162,4324
kit,2.58E-04,2.76E-04,1.85E-05,2.94E-04,11155,1850
era,2.55E-04,2.77E-04,2.23E-05,3.00E-04,11213,2232
ami,2.54E-04,2.55E-04,1.22E-06,2.56E-04,10316,122
rae,2.54E-04,2.56E-04,1.79E-06,2.58E-04,10337,179
kai,2.53E-04,2.54E-04,6.59E-07,2.55E-04,10266,66
bal,2.53E-04,2.53E-04,4.80E-07,2.54E-04,10243,48
spider,2.53E-04,2.59E-04,6.70E-06,2.66E-04,10485,671
patrick,2.52E-04,2.82E-04,2.97E-05,3.12E-04,11404,2973
gan,2.52E-04,2.53E-04,3.30E-07,2.53E-04,10205,33
adam,2.50E-04,2.85E-04,3.54E-05,3.21E-04,11527,3543
lam,2.49E-04,2.50E-04,7.09E-07,2.50E-04,10091,71
jos,2.49E-04,2.50E-04,1.57E-06,2.52E-04,10120,157
ski,2.49E-04,2.58E-04,8.90E-06,2.67E-04,10415,891
tha,2.49E-04,2.55E-04,6.43E-06,2.62E-04,10312,644
sara,2.48E-04,2.61E-04,1.27E-05,2.74E-04,10545,1267
chan,2.48E-04,2.50E-04,1.61E-06,2.51E-04,10097,161
cia,2.48E-04,2.54E-04,5.87E-06,2.59E-04,10247,588
ess,2.46E-04,2.47E-04,5.99E-07,2.47E-04,9972,60
angela,2.46E-04,2.56E-04,1.08E-05,2.67E-04,10362,1078
teddy,2.45E-04,2.52E-04,7.66E-06,2.60E-04,10203,767
master,2.45E-04,3.10E-04,6.57E-05,3.76E-04,12539,6576
rom,2.44E-04,2.46E-04,1.77E-06,2.48E-04,9934,177
puppy,2.44E-04,2.49E-04,4.80E-06,2.54E-04,10056,481
nos,2.44E-04,2.45E-04,1.86E-06,2.47E-04,9920,186
snoopy,2.43E-04,2.44E-04,5.29E-07,2.44E-04,9852,53
sol,2.43E-04,2.45E-04,2.22E-06,2.48E-04,9916,222
estrella,2.43E-04,2.43E-04,3.00E-08,2.43E-04,9816,3
aka,2.43E-04,2.44E-04,7.59E-07,2.44E-04,9844,76
chik,2.42E-04,2.42E-04,7.99E-08,2.42E-04,9781,8
mine,2.42E-04,3.05E-04,6.34E-05,3.69E-04,12338,6344
moon,2.42E-04,2.71E-04,2.97E-05,3.01E-04,10971,2977
tony,2.41E-04,2.91E-04,4.98E-05,3.41E-04,11761,4987
rob,2.41E-04,2.56E-04,1.48E-05,2.70E-04,10333,1480
butt,2.41E-04,2.45E-04,4.47E-06,2.50E-04,9914,447
bailey,2.41E-04,2.51E-04,1.04E-05,2.62E-04,10155,1045
tee,2.41E-04,2.46E-04,5.00E-06,2.51E-04,9935,501
suck,2.41E-04,2.45E-04,4.38E-06,2.49E-04,9902,438
cheese,2.41E-04,2.66E-04,2.59E-05,2.92E-04,10770,2589
ginger,2.41E-04,2.47E-04,6.39E-06,2.53E-04,9983,640
cas,2.41E-04,2.41E-04,5.79E-07,2.42E-04,9746,58
ott,2.40E-04,2.40E-04,2.40E-07,2.41E-04,9714,24
loser,2.40E-04,2.43E-04,3.47E-06,2.47E-04,9836,347
harley,2.39E-04,2.43E-04,3.81E-06,2.47E-04,9833,381
tas,2.39E-04,2.40E-04,3.90E-07,2.40E-04,9691,39
papa,2.39E-04,2.44E-04,4.85E-06,2.49E-04,9871,486
ser,2.39E-04,2.39E-04,3.20E-07,2.40E-04,9670,32
dani,2.39E-04,2.39E-04,1.60E-07,2.39E-04,9656,16
eric,2.39E-04,2.58E-04,1.92E-05,2.77E-04,10424,1925
anda,2.38E-04,2.38E-04,5.99E-08,2.38E-04,9628,6
andres,2.38E-04,2.38E-04,3.40E-07,2.39E-04,9626,34
kam,2.38E-04,2.38E-04,2.70E-07,2.38E-04,9619,27
celtic,2.38E-04,2.49E-04,1.17E-05,2.61E-04,10080,1174
daniela,2.38E-04,2.38E-04,5.99E-08,2.38E-04,9608,6
billy,2.37E-04,2.59E-04,2.21E-05,2.81E-04,10456,2214
pinky,2.36E-04,2.37E-04,5.29E-07,2.37E-04,9576,53
shawn,2.35E-04,2.35E-04,2.00E-07,2.36E-04,9517,20
august,2.35E-04,3.15E-04,8.03E-05,3.96E-04,12746,8037
chicken,2.34E-04,2.55E-04,2.09E-05,2.76E-04,10315,2091
dylan,2.34E-04,2.37E-04,2.92E-06,2.40E-04,9571,292
antonio,2.34E-04,2.39E-04,5.51E-06,2.45E-04,9670,552
hah,2.33E-04,2.34E-04,7.49E-07,2.35E-04,9461,75
monica,2.33E-04,2.37E-04,3.87E-06,2.41E-04,9571,387
tin,2.33E-04,2.53E-04,2.02E-05,2.73E-04,10225,2026
dolphin,2.33E-04,2.40E-04,7.80E-06,2.48E-04,9712,781
kisses,2.32E-04,2.38E-04,5.47E-06,2.43E-04,9616,548
brian,2.32E-04,2.77E-04,4.49E-05,3.22E-04,11194,4492
dont,2.32E-04,2.32E-04,4.89E-07,2.33E-04,9381,49
rocky,2.31E-04,2.42E-04,1.02E-05,2.52E-04,9762,1022
harry,2.31E-04,2.77E-04,4.63E-05,3.24E-04,11210,4635
per,2.31E-04,3.66E-04,1.35E-04,5.01E-04,14794,13539
madison,2.31E-04,2.32E-04,9.99E-07,2.33E-04,9367,100
beth,2.31E-04,2.37E-04,5.90E-06,2.42E-04,9559,591
heart,2.31E-04,3.68E-04,1.37E-04,5.05E-04,14861,13732
william,2.30E-04,3.14E-04,8.39E-05,3.98E-04,12685,8395
kool,2.30E-04,2.30E-04,8.99E-08,2.30E-04,9292,9
andre,2.30E-04,2.32E-04,2.42E-06,2.35E-04,9386,242
gabriel,2.29E-04,2.42E-04,1.32E-05,2.56E-04,9800,1320
sal,2.29E-04,2.31E-04,1.66E-06,2.32E-04,9323,166
jojo,2.29E-04,2.29E-04,1.20E-07,2.29E-04,9255,12
oscar,2.29E-04,2.35E-04,6.53E-06,2.42E-04,9514,654
key,2.29E-04,3.55E-04,1.26E-04,4.81E-04,14342,12617
aro,2.29E-04,2.29E-04,3.00E-08,2.29E-04,9240,3
jeremy,2.29E-04,2.38E-04,9.18E-06,2.47E-04,9607,919
johnny,2.28E-04,2.44E-04,1.55E-05,2.59E-04,9854,1548
maha,2.28E-04,2.28E-04,2.40E-07,2.28E-04,9212,24
morgan,2.28E-04,2.46E-04,1.83E-05,2.64E-04,9936,1828
mustang,2.27E-04,2.28E-04,3.20E-07,2.28E-04,9206,32
baseball,2.27E-04,2.31E-04,4.23E-06,2.36E-04,9353,423
mario,2.27E-04,2.32E-04,5.30E-06,2.38E-04,9396,531
hin,2.26E-04,2.26E-04,4.30E-07,2.27E-04,9142,43
kiki,2.26E-04,2.26E-04,2.30E-07,2.26E-04,9129,23
alyssa,2.24E-04,2.24E-04,0,2.24E-04,9069,0
jean,2.24E-04,2.55E-04,3.06E-05,2.86E-04,10303,3063
dude,2.24E-04,2.25E-04,7.09E-07,2.26E-04,9094,71
maggie,2.24E-04,2.51E-04,2.68E-05,2.77E-04,10129,2678
sean,2.24E-04,2.34E-04,9.74E-06,2.43E-04,9441,975
adi,2.24E-04,2.24E-04,1.50E-07,2.24E-04,9053,15
jacob,2.24E-04,2.32E-04,8.39E-06,2.41E-04,9382,840
girls,2.24E-04,3.20E-04,9.61E-05,4.16E-04,12919,9621
bor,2.23E-04,2.24E-04,2.90E-07,2.24E-04,9042,29
sassy,2.23E-04,2.23E-04,2.10E-07,2.24E-04,9027,21
megan,2.23E-04,2.24E-04,9.89E-07,2.25E-04,9058,99
sophie,2.23E-04,2.36E-04,1.26E-05,2.48E-04,9521,1257
jessie,2.23E-04,2.25E-04,2.65E-06,2.28E-04,9111,265
asa,2.23E-04,2.24E-04,1.30E-06,2.25E-04,9054,130
fly,2.22E-04,2.60E-04,3.81E-05,2.98E-04,10512,3811
frog,2.22E-04,2.27E-04,5.09E-06,2.32E-04,9169,510
tat,2.22E-04,2.23E-04,1.76E-06,2.25E-04,9026,176
lisa,2.21E-04,2.34E-04,1.29E-05,2.47E-04,9473,1296
jorge,2.21E-04,2.23E-04,1.81E-06,2.25E-04,9018,181
rachel,2.21E-04,2.43E-04,2.22E-05,2.66E-04,9839,2227
nana,2.21E-04,2.23E-04,1.90E-06,2.25E-04,9009,190
ord,2.21E-04,2.29E-04,7.77E-06,2.37E-04,9246,778
cody,2.21E-04,2.21E-04,4.20E-07,2.22E-04,8943,42
pc,2.21E-04,2.43E-04,2.26E-05,2.66E-04,9836,2260
dar,2.21E-04,2.22E-04,9.29E-07,2.23E-04,8959,93
hop,2.21E-04,2.26E-04,5.23E-06,2.31E-04,9133,524
yam,2.20E-04,2.20E-04,2.70E-07,2.20E-04,8884,27
sandra,2.20E-04,2.27E-04,7.25E-06,2.34E-04,9165,726
doll,2.19E-04,2.26E-04,7.50E-06,2.34E-04,9152,751
booboo,2.19E-04,2.19E-04,9.99E-09,2.19E-04,8844,1
sun,2.19E-04,3.34E-04,1.15E-04,4.49E-04,13493,11526
aja,2.19E-04,2.19E-04,1.90E-07,2.19E-04,8847,19
martin,2.18E-04,2.72E-04,5.31E-05,3.25E-04,10975,5315
joey,2.18E-04,2.22E-04,3.64E-06,2.25E-04,8961,364
bell,2.18E-04,2.51E-04,3.39E-05,2.85E-04,10163,3398
azon,2.18E-04,2.18E-04,0,2.18E-04,8791,0
devil,2.17E-04,2.35E-04,1.73E-05,2.52E-04,9486,1732
missy,2.17E-04,2.17E-04,1.70E-07,2.17E-04,8776,17
jeff,2.17E-04,2.25E-04,8.30E-06,2.33E-04,9092,831
ora,2.16E-04,2.16E-04,1.20E-07,2.17E-04,8747,12
bubble,2.16E-04,2.22E-04,5.51E-06,2.27E-04,8964,552
pass,2.16E-04,2.91E-04,7.55E-05,3.67E-04,11778,7560
eme,2.16E-04,2.16E-04,9.99E-09,2.16E-04,8722,1
shan,2.16E-04,2.16E-04,4.00E-07,2.16E-04,8728,40
sugar,2.15E-04,2.53E-04,3.77E-05,2.91E-04,10229,3773
oto,2.15E-04,2.15E-04,9.99E-08,2.15E-04,8684,10
lucy,2.14E-04,2.41E-04,2.72E-05,2.68E-04,9738,2720
silver,2.14E-04,2.64E-04,5.05E-05,3.15E-04,10675,5060
ila,2.13E-04,2.14E-04,2.40E-07,2.14E-04,8635,24
pen,2.13E-04,2.35E-04,2.19E-05,2.57E-04,9502,2193
aly,2.13E-04,2.13E-04,1.20E-07,2.13E-04,8611,12
julio,2.13E-04,2.14E-04,9.49E-07,2.15E-04,8643,95
ire,2.13E-04,2.13E-04,5.69E-07,2.14E-04,8625,57
vic,2.12E-04,2.20E-04,7.36E-06,2.27E-04,8876,737
mun,2.12E-04,2.12E-04,1.80E-07,2.12E-04,8569,18
prince,2.12E-04,2.71E-04,5.93E-05,3.30E-04,10958,5937
tink,2.11E-04,2.12E-04,1.80E-07,2.12E-04,8549,18
rainbow,2.11E-04,2.21E-04,9.77E-06,2.31E-04,8935,978
march,2.11E-04,3.71E-04,1.60E-04,5.31E-04,14984,15997
arsenal,2.11E-04,2.24E-04,1.37E-05,2.38E-04,9069,1374
net,2.11E-04,2.77E-04,6.68E-05,3.44E-04,11213,6685
ado,2.10E-04,2.11E-04,1.16E-06,2.13E-04,8547,116
lat,2.10E-04,2.10E-04,3.30E-07,2.11E-04,8500,33
gen,2.09E-04,2.13E-04,3.86E-06,2.17E-04,8607,386
mee,2.09E-04,2.09E-04,3.00E-07,2.09E-04,8450,30
bobby,2.09E-04,2.20E-04,1.09E-05,2.31E-04,8875,1093
tina,2.08E-04,2.14E-04,5.34E-06,2.19E-04,8639,535
ven,2.08E-04,2.12E-04,3.40E-06,2.15E-04,8560,340
poke,2.08E-04,2.11E-04,2.47E-06,2.13E-04,8522,247
shit,2.08E-04,2.27E-04,1.89E-05,2.46E-04,9179,1890
kris,2.08E-04,2.08E-04,1.60E-07,2.08E-04,8406,16
lina,2.08E-04,2.09E-04,1.10E-06,2.10E-04,8440,110
steph,2.07E-04,2.08E-04,1.80E-07,2.08E-04,8392,18
carolina,2.07E-04,2.10E-04,2.78E-06,2.13E-04,8487,278
ona,2.07E-04,2.07E-04,5.99E-08,2.07E-04,8377,6
victor,2.07E-04,2.18E-04,1.12E-05,2.30E-04,8829,1126
sweetie,2.07E-04,2.08E-04,1.21E-06,2.10E-04,8423,121
kas,2.07E-04,2.07E-04,8.99E-08,2.07E-04,8377,9
ind,2.07E-04,2.07E-04,5.99E-07,2.08E-04,8383,60
chel,2.07E-04,2.07E-04,0,2.07E-04,8357,0
jimmy,2.07E-04,2.31E-04,2.41E-05,2.55E-04,9330,2411
jesse,2.07E-04,2.09E-04,1.85E-06,2.10E-04,8430,185
lex,2.07E-04,2.07E-04,7.59E-07,2.08E-04,8382,76
nita,2.07E-04,2.07E-04,3.00E-08,2.07E-04,8351,3
lia,2.06E-04,2.07E-04,5.99E-08,2.07E-04,8347,6
uke,2.06E-04,2.06E-04,9.99E-09,2.06E-04,8321,1
shy,2.06E-04,2.18E-04,1.19E-05,2.30E-04,8797,1190
heather,2.05E-04,2.16E-04,1.02E-05,2.26E-04,8710,1019
diva,2.05E-04,2.06E-04,5.39E-07,2.06E-04,8314,54
asha,2.05E-04,2.05E-04,8.99E-08,2.05E-04,8281,9
freak,2.04E-04,2.08E-04,3.65E-06,2.12E-04,8409,365
tim,2.04E-04,2.38E-04,3.40E-05,2.72E-04,9628,3404
sar,2.04E-04,2.05E-04,7.29E-07,2.05E-04,8268,73
ida,2.04E-04,2.06E-04,2.11E-06,2.08E-04,8323,211
luvs,2.02E-04,2.02E-04,4.00E-08,2.02E-04,8176,4
ame,2.02E-04,2.02E-04,6.99E-08,2.02E-04,8168,7
bum,2.02E-04,2.06E-04,4.51E-06,2.11E-04,8342,451
loved,2.02E-04,2.51E-04,4.89E-05,3.00E-04,10136,4899
lab,2.00E-04,2.07E-04,6.89E-06,2.14E-04,8363,690
bird,2.00E-04,2.39E-04,3.95E-05,2.79E-04,9669,3955
mimi,2.00E-04,2.00E-04,4.20E-07,2.00E-04,8086,42
uli,1.99E-04,2.00E-04,2.10E-07,2.00E-04,8068,21
diego,1.99E-04,2.03E-04,3.62E-06,2.06E-04,8196,362
zer,1.99E-04,1.99E-04,4.00E-08,1.99E-04,8044,4
rosa,1.99E-04,2.08E-04,9.11E-06,2.17E-04,8398,912
wap,1.98E-04,1.98E-04,9.99E-09,1.99E-04,8022,1
smile,1.98E-04,2.73E-04,7.43E-05,3.47E-04,11018,7437
raz,1.98E-04,1.98E-04,1.10E-07,1.98E-04,8008,11
batman,1.98E-04,1.99E-04,1.41E-06,2.01E-04,8054,141
rik,1.98E-04,1.98E-04,3.30E-07,1.98E-04,8004,33
roc,1.98E-04,1.98E-04,6.89E-07,1.99E-04,8011,69
pac,1.97E-04,1.99E-04,1.66E-06,2.01E-04,8042,166
brittany,1.97E-04,2.00E-04,2.94E-06,2.03E-04,8090,294
hun,1.96E-04,1.98E-04,2.02E-06,2.00E-04,8013,202
nam,1.96E-04,1.99E-04,2.61E-06,2.01E-04,8035,261
shannon,1.96E-04,2.00E-04,3.80E-06,2.03E-04,8068,380
sia,1.96E-04,1.96E-04,4.00E-08,1.96E-04,7915,4
kitten,1.96E-04,1.98E-04,2.50E-06,2.01E-04,8012,250
mr,1.96E-04,7.19E-04,5.23E-04,0.001242614,29065,52399
ock,1.96E-04,1.96E-04,1.50E-07,1.96E-04,7910,15
ree,1.96E-04,1.96E-04,1.70E-07,1.96E-04,7910,17
toy,1.95E-04,2.05E-04,9.76E-06,2.14E-04,8270,977
shane,1.95E-04,1.97E-04,1.80E-06,1.98E-04,7945,180
val,1.95E-04,1.99E-04,4.54E-06,2.04E-04,8055,454
jonas,1.95E-04,1.96E-04,1.38E-06,1.97E-04,7925,138
rod,1.94E-04,2.08E-04,1.37E-05,2.22E-04,8414,1374
gemini,1.94E-04,1.96E-04,1.78E-06,1.98E-04,7927,178
panda,1.94E-04,1.96E-04,1.77E-06,1.98E-04,7926,177
lar,1.94E-04,1.95E-04,2.00E-07,1.95E-04,7861,20
banana,1.94E-04,1.99E-04,5.37E-06,2.05E-04,8052,538
nak,1.94E-04,1.94E-04,0,1.94E-04,7831,0
luna,1.94E-04,1.94E-04,7.39E-07,1.95E-04,7857,74
zac,1.93E-04,1.93E-04,4.00E-08,1.93E-04,7803,4
tri,1.93E-04,1.93E-04,2.40E-07,1.93E-04,7803,24
tommy,1.93E-04,2.04E-04,1.18E-05,2.16E-04,8261,1184
dale,1.92E-04,2.00E-04,7.37E-06,2.07E-04,8074,738
ate,1.92E-04,2.10E-04,1.75E-05,2.27E-04,8480,1756
dark,1.92E-04,3.27E-04,1.35E-04,4.62E-04,13214,13489
mini,1.92E-04,2.00E-04,8.06E-06,2.08E-04,8089,807
ling,1.92E-04,1.94E-04,2.14E-06,1.96E-04,7847,214
gue,1.92E-04,1.92E-04,9.99E-09,1.92E-04,7761,1
ella,1.91E-04,1.94E-04,3.09E-06,1.97E-04,7851,309
chin,1.91E-04,2.07E-04,1.61E-05,2.23E-04,8373,1611
potter,1.91E-04,1.97E-04,6.47E-06,2.04E-04,7972,648
bet,1.91E-04,2.19E-04,2.82E-05,2.47E-04,8849,2822
ach,1.90E-04,1.91E-04,9.69E-07,1.92E-04,7731,97
alexander,1.90E-04,2.16E-04,2.56E-05,2.41E-04,8716,2561
alexandra,1.90E-04,1.99E-04,9.38E-06,2.09E-04,8061,939
dam,1.90E-04,1.96E-04,6.41E-06,2.03E-04,7941,642
ati,1.90E-04,1.90E-04,9.99E-08,1.90E-04,7682,10
ronaldo,1.90E-04,1.90E-04,9.99E-09,1.90E-04,7674,1
heaven,1.90E-04,2.14E-04,2.42E-05,2.38E-04,8650,2426
ons,1.90E-04,1.90E-04,4.10E-07,1.91E-04,7683,41
babi,1.89E-04,1.89E-04,7.99E-08,1.89E-04,7648,8
asshole,1.89E-04,1.90E-04,4.89E-07,1.90E-04,7664,49
joel,1.89E-04,1.90E-04,1.49E-06,1.92E-04,7696,149
tigers,1.89E-04,1.93E-04,4.17E-06,1.97E-04,7793,417
och,1.88E-04,1.90E-04,2.10E-06,1.93E-04,7697,210
ricardo,1.88E-04,1.90E-04,1.58E-06,1.92E-04,7676,158
sin,1.88E-04,2.02E-04,1.36E-05,2.15E-04,8152,1361
eke,1.87E-04,1.88E-04,3.70E-07,1.88E-04,7587,37
rick,1.87E-04,1.92E-04,5.24E-06,1.98E-04,7779,525
pot,1.87E-04,2.08E-04,2.10E-05,2.29E-04,8408,2100
mexico,1.87E-04,2.03E-04,1.63E-05,2.20E-04,8215,1634
cameron,1.87E-04,1.96E-04,9.39E-06,2.06E-04,7934,940
ran,1.87E-04,2.74E-04,8.73E-05,3.61E-04,11073,8742
bonita,1.87E-04,1.87E-04,4.99E-08,1.87E-04,7544,5
vol,1.87E-04,1.91E-04,4.76E-06,1.96E-04,7732,476
esp,1.86E-04,1.88E-04,1.45E-06,1.89E-04,7593,145
betty,1.86E-04,2.00E-04,1.35E-05,2.13E-04,8072,1348
jackie,1.86E-04,1.96E-04,9.50E-06,2.05E-04,7911,951
ast,1.86E-04,1.87E-04,1.09E-06,1.88E-04,7571,109
hip,1.86E-04,1.97E-04,1.10E-05,2.08E-04,7971,1106
carmen,1.86E-04,1.88E-04,2.45E-06,1.91E-04,7611,245
