"Day","Month","Year","Frequency"
"1","7","2002","12"
"29","10","1914","12"
"3","7","1968","6"
"12","6","1945","5"
"25","1","1933","23"
"15","2","1915","22"
"27","4","1923","4"
"21","8","2007","65"
"8","7","1940","2"
"17","0","1960","7"
"10","5","1981","61"
"6","10","1913","5"
"13","6","1957","7"
"12","10","1925","11"
"11","10","1980","52"
"16","1","1935","11"
"30","5","1978","39"
"1","10","1951","5"
"22","9","1916","8"
"4","5","1937","5"
"4","5","2006","259"
"19","3","2001","15"
"29","8","1918","9"
"29","5","1979","33"
"2","3","1951","4"
"18","3","1976","33"
"31","6","1988","1"
"19","9","1907","1"
"15","2","1964","9"
"28","0","1917","20"
"15","1","1978","40"
"27","5","1956","6"
"17","9","1992","148"
"4","3","1988","110"
"13","2","1990","190"
"25","11","1934","32"
"2","4","2010","7"
"30","10","2009","14"
"28","1","1964","8"
"15","4","1928","12"
"9","5","1905","1"
"14","3","1979","50"
"8","2","1957","1"
"6","8","1913","10"
"24","3","1939","2"
"1","4","1971","25"
"6","1","1959","4"
"12","9","1965","14"
"29","0","1981","86"
"30","6","1959","5"
"25","9","1952","4"
"13","1","1918","7"
"3","7","1989","140"
"5","8","1964","3"
"4","7","1986","102"
"4","1","1954","7"
"29","3","1922","16"
"17","8","1919","9"
"21","2","1922","8"
"12","1","1969","6"
"21","2","1979","54"
"29","6","1984","101"
"8","11","1993","83"
"23","4","2010","7"
"30","4","1992","127"
"4","7","1977","21"
"2","10","1942","3"
"30","0","1957","18"
"25","2","1927","16"
"27","11","1977","30"
"17","9","2001","20"
"13","4","1955","4"
"13","8","1944","5"
"21","7","1954","3"
"24","8","1936","8"
"29","9","2007","80"
"28","2","1918","5"
"28","0","1944","2"
"21","7","1919","13"
"10","6","1986","129"
"9","9","1919","8"
"23","9","1983","94"
"22","4","1958","5"
"18","11","1953","3"
"4","9","2000","19"
"5","0","1929","13"
"6","11","1950","1"
"7","9","1974","7"
"9","6","1925","8"
"27","5","1916","3"
"3","0","1984","64"
"13","11","1957","8"
"12","10","1962","17"
"25","6","2002","36"
"23","11","1914","18"
"5","10","1960","9"
"27","7","1985","99"
"29","9","1996","46"
"29","7","1997","41"
"8","1","2007","66"
"30","11","2000","36"
"21","10","1955","15"
"1","5","1943","1"
"3","9","1916","6"
"13","9","1989","175"
"26","0","1939","12"
"4","6","1921","12"
"26","10","2001","73"
"6","2","1929","8"
"27","9","1955","13"
"18","2","1980","55"
"3","5","1934","3"
"20","9","1918","16"
"27","1","1982","60"
"7","3","1962","2"
"27","10","1962","14"
"18","4","1991","128"
"22","1","1937","13"
"5","11","1998","25"
"8","4","1983","50"
"1","0","1949","2"
"6","11","1965","9"
"11","3","1913","5"
"15","4","1956","2"
"22","0","1916","14"
"8","8","1954","4"
"13","9","1954","4"
"28","8","1989","167"
"13","11","1972","28"
"5","10","1943","1"
"13","4","2011","12"
"14","2","1978","50"
"10","10","1939","3"
"28","2","1939","5"
"12","7","1981","56"
"2","5","1975","37"
"21","8","1995","75"
"10","8","1967","10"
"2","1","1950","4"
"29","8","1913","4"
"30","8","2008","26"
"12","10","1994","131"
"19","8","1965","15"
"13","3","1927","15"
"20","0","1993","162"
"9","10","1926","15"
"26","7","1947","1"
"19","0","1917","7"
"22","6","1983","70"
"20","2","2000","100"
"9","8","1918","9"
"28","7","2007","97"
"12","0","1931","36"
"3","11","1949","2"
"2","7","1954","4"
"1","0","2000","19"
"30","5","1972","14"
"19","1","1990","183"
"28","8","1980","76"
"27","11","1968","20"
"10","4","1950","5"
"4","6","1969","11"
"13","1","1920","13"
"18","7","1983","76"
"13","10","1961","13"
"12","10","1918","16"
"30","0","1942","4"
"23","4","1976","21"
"3","5","1956","4"
"16","5","1919","10"
"9","2","1948","2"
"16","11","1997","26"
"12","2","1992","160"
"31","7","2000","15"
"3","0","1975","22"
"21","7","1923","18"
"12","8","1963","10"
"25","1","1983","95"
"19","11","1978","61"
"29","2","1937","1"
"4","10","2012","8"
"23","6","1942","2"
"9","4","1996","43"
"5","2","1930","10"
"31","2","1913","8"
"16","7","1980","56"
"20","10","1975","38"
"25","7","1927","18"
"2","8","1992","110"
"30","8","1916","5"
"2","2","2005","115"
"28","11","1975","51"
"31","9","1970","1"
"26","5","2010","6"
"15","0","1923","18"
"2","2","1976","41"
"23","8","1924","9"
"4","9","1974","15"
"26","10","1986","189"
"23","3","1957","6"
"12","0","1948","7"
"7","10","2007","71"
"23","11","1982","96"
"22","4","1972","12"
"18","5","1980","50"
"13","10","1940","4"
"7","0","1920","10"
"2","1","2004","53"
"18","5","1977","27"
"3","10","1998","31"
"12","3","1989","188"
"21","7","1977","38"
"21","6","1965","11"
"1","2","1944","5"
"23","7","1998","27"
"1","10","1977","33"
"12","7","1987","168"
"20","1","1990","176"
"1","11","1950","5"
"12","2","1955","3"
"28","1","1953","2"
"23","11","1938","6"
"11","2","1941","7"
"1","8","1991","150"
"26","5","1962","5"
"21","6","1967","11"
"4","4","1962","6"
"18","8","1933","5"
"19","9","1991","182"
"3","10","1988","144"
"20","6","2006","251"
"12","9","1918","7"
"27","10","1999","28"
"24","6","2004","56"
"19","2","1924","8"
"12","4","2012","15"
"26","6","1985","123"
"27","7","1970","10"
"27","11","1986","167"
"13","11","1919","20"
"31","7","1939","2"
"8","3","2002","39"
"8","5","1999","14"
"15","9","1991","133"
"20","9","2007","71"
"26","4","1941","1"
"13","1","2003","34"
"20","2","1975","37"
"29","6","1949","1"
"11","4","1973","15"
"10","6","1956","11"
"23","5","1936","7"
"14","4","1953","1"
"10","3","1984","98"
"7","9","1935","4"
"20","9","1934","14"
"1","1","1970","13"
"29","4","1947","3"
"25","8","1925","33"
"5","2","1969","5"
"16","2","1947","1"
"27","9","2006","58"
"18","1","1968","15"
"26","2","1975","15"
"4","3","1956","1"
"24","2","1964","2"
"17","9","1961","3"
"31","9","1966","1"
"3","9","1958","3"
"12","5","1982","84"
"27","7","1933","11"
"29","11","1966","11"
"19","0","1990","366"
"21","10","1918","16"
"27","3","1960","8"
"3","8","2009","43"
"13","11","1976","44"
"15","10","1998","41"
"7","6","2002","38"
"13","10","1969","29"
"17","2","1988","165"
"20","9","1917","9"
"7","8","1927","7"
"15","11","1958","2"
"30","11","1947","9"
"14","4","1979","41"
"7","1","1968","6"
"5","6","1927","5"
"10","4","1949","8"
"27","7","2003","30"
"12","3","1956","7"
"12","8","1947","2"
"13","2","1983","66"
"27","0","1968","10"
"5","6","1981","45"
"15","11","1941","2"
"11","1","1960","11"
"26","2","1941","2"
"25","4","1964","5"
"13","8","1961","6"
"14","6","1940","5"
"2","5","1915","5"
"7","8","1941","1"
"17","11","2010","8"
"20","4","1912","1"
"24","4","1988","132"
"21","1","1954","2"
"21","5","1947","7"
"25","9","1931","22"
"21","2","1939","4"
"5","8","1951","3"
"22","8","2011","6"
"11","10","1995","85"
"27","7","1906","1"
"1","6","1970","28"
"27","9","1922","7"
"1","11","1913","5"
"27","0","1951","5"
"10","11","1973","33"
"25","7","1961","7"
"9","5","1928","5"
"27","4","2010","5"
"22","6","1989","208"
"17","9","1924","5"
"12","7","1935","3"
"12","1","1926","10"
"10","4","1953","1"
"17","5","1961","3"
"26","8","1974","22"
"17","6","2004","50"
"24","5","1908","1"
"10","4","2005","90"
"15","3","1980","55"
"18","8","1996","42"
"11","3","1926","16"
"23","5","1993","116"
"17","10","1923","21"
"13","10","1993","157"
"26","7","1950","3"
"1","0","1983","63"
"21","7","1937","4"
"21","4","1960","5"
"7","1","1993","69"
"9","6","1989","109"
"23","9","1919","10"
"21","5","1918","7"
"11","9","1953","2"
"4","5","1966","11"
"31","9","1916","6"
"1","11","1931","40"
"22","6","1977","46"
"15","3","1936","3"
"29","8","2010","6"
"19","2","2002","41"
"18","10","1935","9"
"5","5","1966","8"
"17","1","1918","9"
"1","2","1921","15"
"29","5","1980","47"
"27","10","1993","155"
"24","8","1922","13"
"9","9","2006","140"
"28","1","2004","47"
"22","7","1937","3"
"3","0","1944","2"
"20","8","1992","127"
"30","7","1936","9"
"4","4","1925","10"
"3","4","1984","67"
"7","2","1960","4"
"27","6","1954","1"
"22","8","1937","3"
"28","8","1983","90"
"15","8","1999","25"
"22","8","2001","25"
"15","7","1951","2"
"15","10","1959","7"
"8","3","1988","108"
"21","9","1922","14"
"24","3","1935","11"
"26","4","2010","8"
"22","7","1963","11"
"3","11","1937","3"
"23","2","1961","9"
"23","7","1950","5"
"24","2","1957","2"
"10","0","1936","19"
"26","9","1953","3"
"22","11","1920","15"
"19","4","1952","4"
"4","7","1917","5"
"15","7","1989","175"
"9","0","1938","3"
"2","3","2008","74"
"4","8","1995","69"
"25","11","1960","7"
"21","9","1982","94"
"28","10","1920","16"
"13","6","1918","9"
"25","11","1903","1"
"30","4","2008","42"
"9","11","1983","60"
"17","3","1926","11"
"26","7","2004","42"
"11","6","1978","62"
"9","6","1995","55"
"2","8","1952","3"
"27","4","1987","116"
"14","11","1997","55"
"11","1","1925","7"
"16","3","1985","122"
"15","5","1951","4"
"23","0","1926","19"
"23","10","1991","207"
"12","2","2011","6"
"5","11","1954","3"
"29","9","1912","1"
"2","0","1935","9"
"23","6","1951","4"
"21","11","1926","22"
"30","11","1973","25"
"6","11","1957","7"
"3","7","1978","32"
"21","10","1921","19"
"25","7","1915","5"
"15","8","1976","27"
"24","11","1971","26"
"17","8","1979","48"
"8","10","1977","39"
"27","9","1918","10"
"5","2","1992","105"
"7","8","1940","1"
"6","2","1987","97"
"18","8","2007","107"
"18","10","1946","4"
"9","7","1994","54"
"10","2","1942","1"
"3","8","1975","19"
"27","7","1917","8"
"18","11","1928","23"
"16","5","1954","2"
"28","4","1919","10"
"8","2","1968","5"
"2","3","1943","1"
"17","11","1934","8"
"28","0","2011","9"
"26","11","1970","27"
"13","6","1915","8"
"26","3","1930","16"
"15","7","1937","6"
"14","3","2001","23"
"22","9","1934","12"
"4","4","1982","53"
"18","7","1997","34"
"16","0","1954","5"
"3","5","1931","9"
"13","3","1937","5"
"2","4","1949","1"
"13","10","1929","35"
"16","0","1963","8"
"5","5","1971","14"
"10","9","1993","142"
"7","6","1991","88"
"27","6","2002","25"
"7","7","1947","1"
"11","8","1958","1"
"5","6","2009","30"
"22","9","2010","7"
"28","3","1988","157"
"10","7","1964","3"
"11","6","1924","11"
"21","8","1934","7"
"30","0","1963","6"
"25","6","1932","22"
"13","1","1988","162"
"25","5","1938","5"
"1","8","1913","3"
"15","3","1920","14"
"25","6","1935","10"
"9","5","2004","50"
"13","4","1976","34"
"30","11","1940","1"
"25","1","2012","6"
"1","9","1987","242"
"21","6","1932","15"
"26","7","1991","148"
"20","7","1942","1"
"2","3","2006","92"
"26","5","1981","44"
"14","1","1999","18"
"20","3","1944","2"
"4","4","2010","11"
"2","4","1935","5"
"7","4","1962","6"
"5","10","1914","8"
"12","9","1968","10"
"4","5","1936","5"
"11","2","1937","11"
"18","7","1938","5"
"24","2","1959","4"
"4","2","1942","1"
"19","3","1953","2"
"28","11","1919","7"
"15","7","1967","7"
"26","1","1988","152"
"15","10","1957","4"
"13","4","1994","89"
"26","9","1993","89"
"21","0","1908","1"
"25","9","1949","2"
"15","11","1980","68"
"7","7","1980","50"
"9","5","1995","65"
"17","10","1938","6"
"14","0","1930","26"
"11","3","1962","10"
"30","10","1979","87"
"27","1","1944","3"
"8","3","2010","2"
"22","9","1992","145"
"19","9","1955","6"
"28","11","1980","69"
"17","4","1940","7"
"8","6","1992","95"
"30","7","1918","9"
"27","5","1995","64"
"26","6","1988","156"
"23","10","1920","5"
"19","0","1991","314"
"15","7","1974","21"
"4","4","1981","49"
"27","0","1981","79"
"20","1","1995","74"
"15","0","2007","138"
"18","11","1997","40"
"18","1","1977","25"
"7","4","2010","9"
"2","4","1998","28"
"12","2","1967","12"
"29","3","1977","22"
"28","2","1994","90"
"6","6","2009","29"
"18","0","1939","3"
"25","1","1947","3"
"13","9","1970","7"
"5","10","1932","10"
"8","2","1954","3"
"30","4","1983","79"
"22","11","2002","72"
"12","6","2009","11"
"23","10","1999","63"
"27","4","1919","5"
"11","11","2010","45"
"25","7","1932","15"
"24","8","1915","4"
"25","5","1935","12"
"22","7","2005","94"
"3","9","1993","84"
"17","4","1968","15"
"11","7","1958","4"
"7","9","1994","54"
"23","2","1982","76"
"31","0","2005","89"
"3","11","1934","4"
"29","0","1941","1"
"11","2","1990","185"
"4","6","1932","9"
"21","3","2001","26"
"22","6","1915","6"
"26","1","1975","13"
"8","11","1950","5"
"14","0","1988","213"
"16","11","1922","11"
"9","5","1960","10"
"15","2","1968","11"
"9","1","1971","15"
"23","11","1959","7"
"15","9","2011","8"
"25","1","1918","4"
"12","7","1906","1"
"29","5","1953","2"
"6","8","1956","3"
"24","2","1927","13"
"31","0","1931","17"
"9","4","1987","108"
"17","9","1980","63"
"27","7","1984","89"
"30","8","1914","4"
"7","2","1953","2"
"31","11","1995","3"
"25","0","1947","10"
"11","4","1942","2"
"16","3","1917","5"
"18","6","1924","14"
"9","1","1937","3"
"20","8","1980","61"
"31","0","1944","25"
"13","11","2005","64"
"23","2","1914","10"
"14","6","1952","4"
"23","2","1970","12"
"18","5","1969","16"
"24","6","1967","4"
"28","0","1938","14"
"22","4","1993","119"
"25","3","1919","10"
"1","10","1988","138"
"7","1","1919","7"
"23","0","1914","16"
"29","11","1945","5"
"13","11","1940","4"
"25","4","1960","5"
"1","9","1917","17"
"24","5","1989","172"
"27","6","1935","6"
"23","1","1967","14"
"16","9","2003","43"
"7","8","2006","107"
"10","9","1969","12"
"28","4","1975","17"
"23","2","1979","43"
"30","9","1903","2"
"19","11","1967","29"
"29","5","1949","4"
"9","4","1927","3"
"27","5","1944","1"
"4","6","1950","9"
"20","6","1929","15"
"20","10","1937","10"
"30","6","1963","8"
"7","6","1994","62"
"28","9","1927","13"
"6","7","1983","68"
"2","7","1977","32"
"7","11","1986","108"
"20","5","1949","1"
"14","10","1943","1"
"15","10","1968","10"
"6","3","2010","2"
"6","10","1991","114"
"18","10","1924","34"
"5","7","1986","87"
"14","1","1977","29"
"23","3","1954","3"
"20","11","1997","40"
"27","1","1953","5"
"9","2","1975","17"
"30","7","1927","5"
"17","11","1999","36"
"17","3","1981","63"
"13","8","1970","13"
"29","3","1918","5"
"29","10","1918","11"
"11","9","1956","2"
"19","10","1925","31"
"26","7","2000","33"
"18","1","1967","6"
"2","8","1905","1"
"7","3","1966","4"
"19","0","1994","199"
"5","0","1979","33"
"20","6","1964","10"
"20","9","1928","11"
"22","4","1956","6"
"20","1","1967","5"
"3","0","1933","9"
"23","5","1978","60"
"9","6","1918","5"
"30","9","1979","38"
"1","8","1987","104"
"29","1","1916","3"
"22","11","1986","181"
"8","2","1956","6"
"10","0","1921","16"
"5","7","1927","12"
"22","2","1973","16"
"10","1","1990","169"
"1","7","1992","110"
"17","2","1920","11"
"29","9","1923","9"
"12","3","1938","3"
"22","1","1985","125"
"28","4","1976","30"
"27","6","1999","23"
"30","8","1999","18"
"18","9","1943","5"
"30","3","1986","105"
"8","1","1945","2"
"7","6","2006","44"
"20","10","1976","48"
"4","1","1982","45"
"2","3","1937","3"
"26","7","1995","82"
"1","6","1997","66"
"24","1","2008","52"
"28","2","1969","11"
"9","6","1978","33"
"23","2","1962","5"
"14","3","1959","7"
"22","11","1921","26"
"23","11","2009","15"
"3","4","1919","5"
"7","10","1940","2"
"2","6","2012","9"
"29","8","1984","91"
"23","11","1917","18"
"9","0","1999","34"
"19","1","1922","8"
"4","3","1964","7"
"27","0","1940","7"
"22","9","1941","3"
"14","11","1955","5"
"19","7","1989","202"
"15","1","1981","58"
"23","7","2002","25"
"1","9","1961","8"
"18","5","1915","6"
"19","9","1918","3"
"9","0","1993","102"
"3","0","2011","9"
"12","0","1929","32"
"28","8","1975","26"
"31","2","1987","1"
"29","8","2007","66"
"10","3","1970","14"
"10","2","1951","2"
"4","2","1991","118"
"20","8","1957","11"
"9","4","2001","32"
"5","10","1976","32"
"19","7","1932","12"
"16","10","1927","20"
"4","7","1989","137"
"1","7","1991","120"
"24","11","1973","23"
"11","4","1971","22"
"18","10","1987","168"
"30","5","1991","151"
"22","4","1924","10"
"22","11","1947","6"
"13","11","1936","7"
"30","11","1934","8"
"29","0","1919","9"
"19","10","2009","20"
"5","3","1955","10"
"19","7","1935","3"
"5","0","1988","118"
"7","7","1913","8"
"24","5","1957","3"
"22","7","1972","17"
"30","4","2009","23"
"5","2","1970","8"
"6","10","1958","3"
"27","6","1940","2"
"5","7","2001","15"
"28","7","1998","20"
"20","6","1970","15"
"23","4","1936","9"
"16","5","1924","9"
"26","1","1968","6"
"2","10","1916","13"
"7","9","1970","10"
"5","4","1998","18"
"5","0","1931","21"
"10","0","1947","4"
"10","9","2010","12"
"23","11","1970","20"
"28","9","1978","38"
"15","0","1933","19"
"1","1","1943","2"
"11","3","1975","27"
"26","6","1947","4"
"16","7","1937","2"
"1","5","1941","1"
"17","1","2002","27"
"12","5","1973","22"
"31","0","1991","201"
"30","11","1980","76"
"12","6","1981","66"
"28","5","2004","53"
"1","0","1915","9"
"15","2","1985","100"
"23","8","1989","196"
"20","0","1999","34"
"8","2","2006","66"
"13","11","1985","158"
"10","5","1992","122"
"30","3","1963","7"
"9","8","1967","6"
"6","7","1988","122"
"1","7","1954","3"
"13","5","1958","5"
"29","3","1925","10"
"28","4","1966","8"
"13","8","1996","40"
"16","0","2001","76"
"4","7","1975","20"
"30","9","1941","1"
"1","0","1924","19"
"28","10","1996","65"
"26","2","1963","6"
"11","3","1998","24"
"4","2","1982","36"
"15","4","1995","64"
"22","8","1916","5"
"18","10","1928","29"
"1","1","1997","37"
"8","4","1934","3"
"4","11","1989","137"
"22","11","1971","17"
"5","2","1995","44"
"26","1","1947","2"
"15","3","1921","13"
"26","4","1922","12"
"29","7","1950","7"
"19","6","1964","8"
"10","1","1922","13"
"22","2","1947","7"
"30","3","1916","3"
"17","3","1997","44"
"13","3","2000","32"
"4","9","1975","19"
"14","3","1978","34"
"15","5","2010","7"
"2","7","2007","77"
"24","4","1957","2"
"21","11","1994","100"
"29","10","1982","85"
"22","10","1921","9"
"18","11","1923","20"
"26","1","1982","81"
"28","11","1934","20"
"16","5","1969","10"
"31","7","1922","7"
"28","4","1957","4"
"23","4","1945","1"
"22","7","1938","4"
"5","0","1982","47"
"27","0","1964","11"
"29","10","1988","190"
"16","10","2010","31"
"10","4","1979","42"
"28","10","1985","160"
"16","3","1933","9"
"28","2","1959","1"
"11","11","1916","58"
"17","6","1932","10"
"16","7","1915","3"
"19","1","1968","16"
"4","4","2011","6"
"29","9","1972","23"
"6","3","1978","24"
"9","3","1946","1"
"31","4","1935","3"
"3","3","1959","2"
"21","1","1964","7"
"15","2","1940","3"
"13","5","1986","120"
"30","5","1941","2"
"3","11","1943","2"
"7","5","1965","7"
"23","1","1979","50"
"7","4","2008","44"
"25","5","1932","19"
"8","1","1988","108"
"12","1","1991","151"
"17","8","1970","15"
"8","3","1975","28"
"4","6","1997","32"
"29","9","1941","2"
"16","6","1950","3"
"28","0","1996","99"
"28","9","1914","9"
"30","8","1925","13"
"8","0","1937","2"
"11","2","1923","14"
"4","5","1973","18"
"25","11","1982","119"
"28","7","1943","2"
"17","3","1970","7"
"19","5","1952","4"
"12","2","1919","8"
"14","8","1999","44"
"16","3","1938","7"
"3","4","1932","11"
"11","4","1917","12"
"12","7","1924","9"
"1","0","1979","31"
"14","2","1924","15"
"23","0","1946","76"
"24","10","1996","76"
"15","2","1942","2"
"7","3","1924","7"
"12","5","1938","5"
"8","5","1968","7"
"14","10","1967","16"
"12","3","1915","7"
"19","10","1940","1"
"26","8","1939","2"
"30","4","1989","133"
"21","1","1927","13"
"21","3","1957","6"
"2","3","1986","92"
"10","7","1988","150"
"27","11","1948","2"
"27","9","1992","131"
"3","11","1991","107"
"25","1","1982","78"
"27","6","1934","10"
"24","9","1990","186"
"15","4","1921","7"
"5","0","1994","101"
"11","2","1952","4"
"8","4","1946","3"
"8","4","2008","50"
"17","0","1936","17"
