"Word","G2","G2 Ranking","Relative Frequency Difference Ranking","Relative Frequency Difference","Relative frequency - BNC","Relative frequency - Passwords","Absolute frequency - BNC","Absolute frequency - Passwords"
"while","-38018.23111129876","294","242","-5.6516204E-4","5.658301E-4","6.680747E-7","56642","27"
"cam","37847.93916853053","295","384","4.0815445E-4","4.2455736E-6","4.1240003E-4","425","16667"
"nik","37746.584917653985","296","429","3.799029E-4","4.2955216E-7","3.8033244E-4","43","15371"
"max","37653.24230031954","297","334","4.504525E-4","1.373568E-5","4.6418817E-4","1375","18760"
"jason","37651.90292309582","298","349","4.3746646E-4","1.058896E-5","4.4805542E-4","1060","18108"
"pop","37616.85822111956","299","276","5.204918E-4","3.569279E-5","5.5618456E-4","3573","22478"
"or","-37587.03787343763","300","58","-0.0019187013","0.0037046876","0.0017859862","370855","72180"
"any","-37554.61774822865","301","124","-9.887646E-4","0.0012397874","2.5102287E-4","124108","10145"
"ben","37426.907009287366","302","279","5.0732034E-4","3.1716932E-5","5.390373E-4","3175","21785"
"bubbles","37194.98666476002","303","389","4.047643E-4","4.81498E-6","4.0957925E-4","482","16553"
"ali","37128.779849912054","304","341","4.4418423E-4","1.3545878E-5","4.5773012E-4","1356","18499"
"ide","37086.56546170304","305","435","3.770537E-4","8.2913556E-7","3.7788282E-4","83","15272"
"dee","37010.95399716403","306","376","4.1373205E-4","6.8828244E-6","4.2061487E-4","689","16999"
"year","-36959.19031735658","307","186","-6.8967725E-4","7.370116E-4","4.7334328E-5","73778","1913"
"against","-36845.643784590015","308","248","-5.588718E-4","5.614946E-4","2.6228117E-6","56208","106"
"anu","36787.60801515522","309","465","3.6589176E-4","3.995834E-8","3.6593172E-4","4","14789"
"michael","36782.02276685971","310","203","6.368815E-4","9.5080875E-5","7.319624E-4","9518","29582"
"amanda","36664.86561436489","311","386","4.073238E-4","6.313418E-6","4.136372E-4","632","16717"
"ola","36578.839515519845","312","456","3.6897056E-4","4.9947926E-7","3.6947004E-4","50","14932"
"even","-36494.08346889849","313","192","-6.757285E-4","7.2001934E-4","4.4290875E-5","72077","1790"
"ere","36457.57776811526","314","433","3.7747648E-4","1.6682608E-6","3.7914474E-4","167","15323"
"lucky","36440.615718272355","315","273","5.2127324E-4","4.1097155E-5","5.623704E-4","4114","22728"
"hay","36411.54655672304","316","363","4.275921E-4","1.1308211E-5","4.3890032E-4","1132","17738"
"los","36190.488154526334","317","356","4.3178376E-4","1.2906544E-5","4.446903E-4","1292","17972"
"thought","-36124.75184181098","318","245","-5.624476E-4","5.6823756E-4","5.7899806E-6","56883","234"
"punk","36060.56740173682","319","409","3.939452E-4","4.9448445E-6","3.9889006E-4","495","16121"
"yang","36035.98327762177","320","439","3.7570173E-4","2.0079067E-6","3.7770963E-4","201","15265"
"back","-36019.80242565867","321","150","-8.58625E-4","0.0010222043","1.6357932E-4","102327","6611"
"super","35884.697985743114","322","342","4.4267107E-4","1.6642649E-5","4.593137E-4","1666","18563"
"take","-35867.88749049892","323","193","-6.7023357E-4","7.166029E-4","4.6369332E-5","71735","1874"
"mor","35745.10432447095","324","458","3.6722163E-4","1.2586877E-6","3.684803E-4","126","14892"
"another","-35736.78058736519","325","240","-5.7157455E-4","5.81274E-4","9.6994545E-6","58188","392"
"sie","35736.695657424476","326","480","3.5724015E-4","1.7981253E-7","3.5741995E-4","18","14445"
"lovely","35488.818256065235","327","247","5.593619E-4","6.2714615E-5","6.220765E-4","6278","25141"
"three","-35470.67777549211","328","177","-7.2100456E-4","7.972888E-4","7.628423E-5","79812","3083"
"jasmine","35408.56945247011","329","464","3.6615488E-4","1.5583753E-6","3.6771325E-4","156","14861"
"ice","35371.43561087581","330","280","5.073044E-4","4.041786E-5","5.477223E-4","4046","22136"
"barbie","35316.480989968324","331","477","3.5896664E-4","7.7918764E-7","3.5974584E-4","78","14539"
"how","-35288.50875728031","332","151","-8.48257E-4","0.0010141127","1.6585572E-4","101517","6703"
"mag","35281.308562350554","333","468","3.6305425E-4","1.3186252E-6","3.6437289E-4","132","14726"
"bub","35127.3589434475","334","494","3.5095052E-4","1.5983336E-7","3.5111036E-4","16","14190"
"nat","35110.56592449983","335","463","3.6620544E-4","1.977938E-6","3.6818336E-4","198","14880"
"hie","34960.103511837166","336","496","3.5008878E-4","2.2976046E-7","3.5031856E-4","23","14158"
"our","-34956.420135379056","337","159","-8.0894807E-4","9.4907056E-4","1.4012247E-4","95006","5663"
"superman","34921.66543274827","338","478","3.5867558E-4","1.2187294E-6","3.598943E-4","122","14545"
"anna","34778.9837557984","339","320","4.6673222E-4","2.7840973E-5","4.945732E-4","2787","19988"
"san","34712.262233193294","340","329","4.5834816E-4","2.5263662E-5","4.8361183E-4","2529","19545"
"soy","34516.917069709976","341","488","3.5367356E-4","1.0988543E-6","3.547724E-4","110","14338"
"ton","34441.96002674709","342","437","3.7681888E-4","4.82497E-6","3.8164385E-4","483","15424"
"make","-34419.421611676575","343","180","-7.124524E-4","7.9398224E-4","8.1529855E-5","79481","3295"
"gui","34384.47932578654","344","490","3.529108E-4","1.1687815E-6","3.540796E-4","117","14310"
"han","34264.94787181329","345","484","3.5659157E-4","1.8181045E-6","3.5840968E-4","182","14485"
"pre","33908.5273289187","346","486","3.555144E-4","2.1777296E-6","3.5769213E-4","218","14456"
"much","-33747.32023633123","347","165","-7.8338134E-4","9.204604E-4","1.3707903E-4","92142","5540"
"mis","33720.27357787044","348","509","3.4356574E-4","8.3912516E-7","3.4440486E-4","84","13919"
"miguel","33654.74931056873","349","449","3.721316E-4","5.4543134E-6","3.775859E-4","546","15260"
"cd","33652.66824811928","350","398","3.9961014E-4","1.1527982E-5","4.111381E-4","1154","16616"
"mickey","33589.89757061828","351","438","3.7572155E-4","6.2934387E-6","3.82015E-4","630","15439"
"nel","33575.635029202254","352","522","3.3707803E-4","2.9968757E-7","3.373777E-4","30","13635"
"gie","33568.759544521454","353","524","3.3625716E-4","2.2976046E-7","3.3648693E-4","23","13599"
"dancer","33559.62748194388","354","444","3.738143E-4","5.973772E-6","3.7978808E-4","598","15349"
"lauren","33534.821277812895","355","504","3.46045E-4","1.3785627E-6","3.4742357E-4","138","14041"
"ard","33513.86116407335","356","529","3.3443706E-4","1.1987503E-7","3.3455694E-4","12","13521"
"del","33496.715211306335","357","421","3.8260978E-4","7.9417205E-6","3.905515E-4","795","15784"
"amy","33477.89392327257","358","417","3.8512808E-4","8.541096E-6","3.9366918E-4","855","15910"
"ari","33466.32969690794","359","485","3.5599238E-4","2.936938E-6","3.589293E-4","294","14506"
"anne","33452.64235731384","360","292","4.9350044E-4","4.3854277E-5","5.3735473E-4","4390","21717"
"used","-33318.82064137295","361","213","-6.248601E-4","6.6900253E-4","4.4142416E-5","66970","1784"
"last","-33267.280936071984","362","196","-6.5908575E-4","7.2106824E-4","6.1982486E-5","72182","2505"
"beb","33212.00493387766","363","549","3.2991995E-4","9.989585E-9","3.2992993E-4","1","13334"
"yeah","-33201.24020900973","364","171","-7.282618E-4","8.3295157E-4","1.04689774E-4","83382","4231"
"poop","33188.05798353315","365","532","3.3414262E-4","3.8959382E-7","3.345322E-4","39","13520"
"oby","33039.95547804863","366","555","3.2837584E-4","1.997917E-8","3.283958E-4","2","13272"
"ber","33037.849370022894","367","548","3.3041817E-4","1.7981253E-7","3.3059798E-4","18","13361"
"err","32972.95869340157","368","519","3.389602E-4","1.1887606E-6","3.4014898E-4","119","13747"
"min","32917.084044936506","369","453","3.7134212E-4","6.812897E-6","3.78155E-4","682","15283"
"chocolate","32827.69808703067","370","365","4.2333425E-4","2.0638483E-5","4.4397273E-4","2066","17943"
"just","-32715.07256377399","371","127","-9.6691784E-4","0.0012941507","3.2723288E-4","129550","13225"
"db","32699.501105828887","372","530","3.3430074E-4","9.490106E-7","3.3524976E-4","95","13549"
"ger","32615.856059707392","373","546","3.3053296E-4","6.093647E-7","3.3114234E-4","61","13383"
"cen","32592.212971365374","374","561","3.259891E-4","1.7981253E-7","3.261689E-4","18","13182"
"ever","32561.889827350595","375","163","7.9010706E-4","2.5877022E-4","0.0010488773","25904","42390"
"ion","32533.817262787004","376","479","3.574347E-4","4.8349593E-6","3.6226967E-4","484","14641"
"bella","32341.288179850002","377","476","3.5931828E-4","5.5741884E-6","3.6489248E-4","558","14747"
"lady","32217.071660958543","378","234","5.8119977E-4","9.711875E-5","6.783185E-4","9722","27414"
"alexis","32209.700002413545","379","526","3.3548108E-4","1.7481774E-6","3.3722926E-4","175","13629"
"kayla","31974.40087714641","380","573","3.179488E-4","2.9968756E-8","3.179788E-4","3","12851"
"cherry","31925.118769615798","381","455","3.6950404E-4","8.650981E-6","3.78155E-4","866","15283"
"isa","31808.956340613156","382","551","3.2914474E-4","1.4285107E-6","3.3057324E-4","143","13360"
"same","-31803.768692201906","383","237","-5.792054E-4","6.134504E-4","3.424501E-5","61409","1384"
"bunny","31719.892042282565","384","506","3.449019E-4","4.0557716E-6","3.4895766E-4","406","14103"
"cor","31647.651236686255","385","481","3.5713165E-4","6.573147E-6","3.637048E-4","658","14699"
"len","31609.115334019076","386","501","3.4704903E-4","4.6551468E-6","3.517042E-4","466","14214"
"cal","31556.259179226632","387","550","3.298334E-4","1.878042E-6","3.3171143E-4","188","13406"
"ram","31549.256693578573","388","452","3.7170283E-4","1.0089481E-5","3.817923E-4","1010","15430"
"ria","31460.73737516893","389","576","3.1529943E-4","2.2976046E-7","3.155292E-4","23","12752"
"hey","31449.433865870975","390","402","3.9834192E-4","1.757168E-5","4.159136E-4","1759","16809"
"angels","31411.9629788604","391","474","3.6058898E-4","7.841824E-6","3.684308E-4","785","14890"
"ada","31352.02288186042","392","547","3.3047303E-4","2.2776255E-6","3.3275067E-4","228","13448"
"lan","31336.394510351856","393","538","3.320591E-4","2.5473441E-6","3.3460645E-4","255","13523"
"dre","31335.737157863477","394","582","3.1175296E-4","3.995834E-8","3.1179292E-4","4","12601"
"chu","31329.48481835076","395","571","3.1807178E-4","6.4932306E-7","3.187211E-4","65","12881"
"bee","31273.053008287145","396","502","3.4660337E-4","5.224553E-6","3.518279E-4","523","14219"
"omar","31246.410573058445","397","554","3.2848498E-4","2.1377712E-6","3.3062274E-4","214","13362"
"ian","31237.969757934734","398","299","4.8819816E-4","5.321452E-5","5.414127E-4","5327","21881"
"tra","31214.35886441167","399","578","3.1400187E-4","3.396459E-7","3.143415E-4","34","12704"
"des","31197.273269554455","400","382","4.0839563E-4","2.1547536E-5","4.2994317E-4","2157","17376"
"eng","31115.250365450094","401","575","3.1680893E-4","7.492189E-7","3.1755815E-4","75","12834"
"ley","30948.449065562363","402","562","3.2441368E-4","1.977938E-6","3.263916E-4","198","13191"
"come","-30921.895912799926","403","211","-6.282133E-4","6.945259E-4","6.63126E-5","69525","2680"
"linda","30864.334422608455","404","451","3.717652E-4","1.1907586E-5","3.836728E-4","1192","15506"
"since","-30784.900599531695","405","293","-4.9310573E-4","5.01667E-4","8.561253E-6","50219","346"
"nick","30713.071790619233","406","357","4.3159616E-4","3.1627027E-5","4.6322317E-4","3166","18721"
"jess","30651.436385661276","407","516","3.4034802E-4","5.244532E-6","3.4559256E-4","525","13967"
"jam","30401.6623981877","408","473","3.6130688E-4","1.0489064E-5","3.7179593E-4","1050","15026"
"different","-30396.451136575888","409","312","-4.7734723E-4","4.832362E-4","5.8889545E-6","48374","238"
"alo","30341.37870422832","410","606","3.0201877E-4","4.9947925E-8","3.020687E-4","5","12208"
"leo","30212.29884442953","411","489","3.529726E-4","8.950668E-6","3.6192327E-4","896","14627"
"cheer","29945.553365552893","412","505","3.4521375E-4","7.801866E-6","3.530156E-4","781","14267"
"jennifer","29905.031055289313","413","507","3.4412643E-4","7.652023E-6","3.5177844E-4","766","14217"
"within","-29885.040165603943","414","328","-4.5894244E-4","4.6225806E-4","3.3156298E-6","46274","134"
"sak","29825.29796303537","415","618","2.9645674E-4","1.997917E-8","2.964767E-4","2","11982"
"bam","29823.386607988883","416","600","3.0331942E-4","6.792918E-7","3.039987E-4","68","12286"
"life","29819.31674472164","417","123","9.910227E-4","5.656902E-4","0.0015567129","56628","62914"
"green","29784.770430545836","418","215","6.188516E-4","1.4621756E-4","7.650692E-4","14637","30920"
"kar","29763.507023280228","419","620","2.961398E-4","3.995834E-8","2.9617976E-4","4","11970"
"mil","29715.58200688783","420","603","3.0267565E-4","7.2923973E-7","3.0340487E-4","73","12262"
"found","-29710.931792772608","421","310","-4.7944166E-4","4.887205E-4","9.278815E-6","48923","375"
"sponge","29683.995130432315","422","552","3.2881554E-4","4.9248656E-6","3.337404E-4","493","13488"
"during","-29675.17654573314","423","346","-4.3939945E-4","4.3967162E-4","2.7217857E-7","44013","11"
"les","29656.51178908121","424","432","3.7754155E-4","1.7142129E-5","3.9468368E-4","1716","15951"
"esc","29586.05771292848","425","599","3.0392478E-4","1.0389168E-6","3.049637E-4","104","12325"
"princes","29581.07577742873","426","512","3.4138848E-4","7.791877E-6","3.4918037E-4","780","14112"
"flower","29547.850516546343","427","405","3.9639088E-4","2.360539E-5","4.1999627E-4","2363","16974"
"sim","29543.922556968555","428","598","3.0420604E-4","1.1288231E-6","3.0533486E-4","113","12340"
"although","-29541.1803843044","429","352","-4.358413E-4","4.3591554E-4","7.423052E-8","43637","3"
"ala","29504.831821918244","430","616","2.9796714E-4","4.3954176E-7","2.984067E-4","44","12060"
"ima","29492.187682966807","431","630","2.941104E-4","8.9906266E-8","2.942003E-4","9","11890"
"andrew","29424.8331366452","432","338","4.48458E-4","4.4853237E-5","4.9331127E-4","4490","19937"
"don","29308.29378818222","433","436","3.769042E-4","1.810113E-5","3.9500534E-4","1812","15964"
"aby","29306.27490319864","434","633","2.9298646E-4","1.4984379E-7","2.931363E-4","15","11847"
"chelsea","29284.717239772424","435","459","3.671173E-4","1.5244107E-5","3.823614E-4","1526","15453"
"charlie","29255.693382705686","436","388","4.0534744E-4","2.7960848E-5","4.3330828E-4","2799","17512"
"mai","29145.793424888638","437","611","3.0083524E-4","1.2087398E-6","3.0204398E-4","121","12207"
"matt","29144.25826602063","438","500","3.487653E-4","1.0658888E-5","3.594242E-4","1067","14526"
"mam","29093.198434329108","439","563","3.2379077E-4","5.124657E-6","3.2891543E-4","513","13293"
"each","-29042.9281176576","440","296","-4.91135E-4","5.0744094E-4","1.630597E-5","50797","659"
"ker","28900.647262995997","441","645","2.8940817E-4","1.8980212E-7","2.8959799E-4","19","11704"
"around","-28882.486137149812","442","340","-4.481325E-4","4.5238837E-4","4.255883E-6","45286","172"
"pap","28809.20606732731","443","621","2.9600214E-4","1.0189377E-6","2.9702106E-4","102","12004"
"feb","28794.90205480967","444","593","3.071067E-4","2.6572297E-6","3.0976394E-4","266","12519"
"without","-28747.287947888348","445","332","-4.54861E-4","4.6131905E-4","6.458055E-6","46180","261"
"under","-28744.57084218119","446","246","-5.6077645E-4","6.0969434E-4","4.891791E-5","61033","1977"
"tiger","28714.12790038803","447","520","3.3779393E-4","9.060554E-6","3.4685447E-4","907","14018"
"pan","28703.24361502095","448","448","3.7295738E-4","1.8930265E-5","3.9188765E-4","1895","15838"
"pretty","28693.231375754604","449","281","5.06097E-4","7.955706E-5","5.8565405E-4","7964","23669"
"fat","28639.180185278987","450","343","4.4175627E-4","4.6061978E-5","4.8781824E-4","4611","19715"
"ich","28567.0039781669","451","647","2.888168E-4","4.5952092E-7","2.8927633E-4","46","11691"
"rah","28542.88168922281","452","660","2.8429244E-4","5.993751E-8","2.8435237E-4","6","11492"
"aku","28541.939381686232","453","662","2.8371383E-4","1.997917E-8","2.837338E-4","2","11467"
"went","-28408.742245568083","454","318","-4.7033164E-4","4.8287658E-4","1.2544958E-5","48338","507"
"danny","28401.603282729113","455","533","3.340291E-4","8.9406785E-6","3.4296975E-4","895","13861"
"bel","28392.508161680984","456","622","2.9598706E-4","1.5783545E-6","2.9756542E-4","158","12026"
"nikki","28212.623534549188","457","648","2.8843243E-4","8.19146E-7","2.892516E-4","82","11690"
"kevin","28167.33873890573","458","426","3.802804E-4","2.3335671E-5","4.0361608E-4","2336","16312"
"ira","28146.544145635085","459","470","3.626023E-4","1.758167E-5","3.8018398E-4","1760","15365"
"katie","28143.45644408453","460","584","3.1162635E-4","4.6451573E-6","3.162715E-4","465","12782"
